population,population_batch,group_size,sigma,es_lr,epochs,returncode,elapsed_s,last_test_acc,time_to_90_s,stdout,stderr
512,512,64,0.1,2.0,10,0,16.005278497999825,0.175,inf,"epoch=7 train_loss=3.4932 train_acc=0.1250 test_loss=5.0250 test_acc=0.1702
epoch=8 train_loss=3.4407 train_acc=0.3750 test_loss=4.8744 test_acc=0.1739
epoch=9 train_loss=3.2684 train_acc=0.2500 test_loss=4.9704 test_acc=0.1726
epoch=10 train_loss=2.6794 train_acc=0.3750 test_loss=4.8837 test_acc=0.1750
time_to_90pct=not_reached elapsed=7.69s",
512,512,64,0.2,0.5,10,0,15.465221107002435,0.1477,inf,"epoch=7 train_loss=2.3993 train_acc=0.1250 test_loss=2.3749 test_acc=0.1305
epoch=8 train_loss=1.9018 train_acc=0.3750 test_loss=2.3660 test_acc=0.1407
epoch=9 train_loss=1.9960 train_acc=0.2500 test_loss=2.3681 test_acc=0.1470
epoch=10 train_loss=2.3342 train_acc=0.2500 test_loss=2.3657 test_acc=0.1477
time_to_90pct=not_reached elapsed=7.11s",
512,512,64,0.2,1.0,10,0,16.570076266001706,0.1574,inf,"epoch=7 train_loss=2.7567 train_acc=0.2500 test_loss=2.8377 test_acc=0.1275
epoch=8 train_loss=1.6054 train_acc=0.3750 test_loss=2.8687 test_acc=0.1486
epoch=9 train_loss=1.9509 train_acc=0.3750 test_loss=2.9256 test_acc=0.1545
epoch=10 train_loss=2.6496 train_acc=0.2500 test_loss=2.9031 test_acc=0.1574
time_to_90pct=not_reached elapsed=7.94s",
512,512,64,0.2,2.0,10,0,15.889328478999232,0.2131,inf,"epoch=7 train_loss=5.4784 train_acc=0.3750 test_loss=5.9082 test_acc=0.1779
epoch=8 train_loss=1.9571 train_acc=0.6250 test_loss=5.8064 test_acc=0.2176
epoch=9 train_loss=2.6866 train_acc=0.5000 test_loss=6.0247 test_acc=0.2075
epoch=10 train_loss=3.4793 train_acc=0.2500 test_loss=5.9149 test_acc=0.2131
time_to_90pct=not_reached elapsed=7.61s",
512,256,128,0.05,0.5,10,0,16.52714450500207,0.2162,inf,"epoch=7 train_loss=1.5860 train_acc=0.2500 test_loss=2.2851 test_acc=0.2073
epoch=8 train_loss=1.8021 train_acc=0.2500 test_loss=2.2883 test_acc=0.2146
epoch=9 train_loss=2.9007 train_acc=0.0000 test_loss=2.2870 test_acc=0.2161
epoch=10 train_loss=3.3073 train_acc=0.0000 test_loss=2.2838 test_acc=0.2162
time_to_90pct=not_reached elapsed=7.77s",
512,256,128,0.05,1.0,10,0,16.535836004000885,0.1817,inf,"epoch=7 train_loss=1.0390 train_acc=0.7500 test_loss=2.7815 test_acc=0.1746
epoch=8 train_loss=1.3959 train_acc=0.5000 test_loss=2.7516 test_acc=0.1794
epoch=9 train_loss=3.8335 train_acc=0.0000 test_loss=2.7288 test_acc=0.1803
epoch=10 train_loss=4.9649 train_acc=0.0000 test_loss=2.7150 test_acc=0.1817
time_to_90pct=not_reached elapsed=7.78s",
512,256,128,0.05,2.0,10,0,15.8816459280024,0.1559,inf,"epoch=7 train_loss=3.6255 train_acc=0.2500 test_loss=5.8149 test_acc=0.1580
epoch=8 train_loss=3.9928 train_acc=0.2500 test_loss=5.4995 test_acc=0.1563
epoch=9 train_loss=6.5756 train_acc=0.0000 test_loss=5.4609 test_acc=0.1568
epoch=10 train_loss=7.5506 train_acc=0.2500 test_loss=5.4507 test_acc=0.1559
time_to_90pct=not_reached elapsed=7.69s",
512,256,128,0.1,0.5,10,0,16.091727057002572,0.1826,inf,"epoch=7 train_loss=1.6220 train_acc=0.5000 test_loss=2.3151 test_acc=0.1756
epoch=8 train_loss=1.9157 train_acc=0.2500 test_loss=2.3354 test_acc=0.1878
epoch=9 train_loss=2.9819 train_acc=0.0000 test_loss=2.3307 test_acc=0.1836
epoch=10 train_loss=3.3446 train_acc=0.0000 test_loss=2.3227 test_acc=0.1826
time_to_90pct=not_reached elapsed=7.70s",
512,256,128,0.1,1.0,10,0,15.782501850000699,0.2083,inf,"epoch=7 train_loss=0.8297 train_acc=1.0000 test_loss=2.7227 test_acc=0.1971
epoch=8 train_loss=1.4980 train_acc=0.2500 test_loss=2.8363 test_acc=0.2052
epoch=9 train_loss=4.1683 train_acc=0.0000 test_loss=2.7964 test_acc=0.2073
epoch=10 train_loss=5.4101 train_acc=0.0000 test_loss=2.7681 test_acc=0.2083
time_to_90pct=not_reached elapsed=7.52s",
512,256,128,0.1,2.0,10,0,16.140806142000656,0.199,inf,"epoch=7 train_loss=0.1617 train_acc=1.0000 test_loss=6.2593 test_acc=0.2214
epoch=8 train_loss=1.2799 train_acc=0.5000 test_loss=5.9602 test_acc=0.2005
epoch=9 train_loss=10.6077 train_acc=0.0000 test_loss=5.9089 test_acc=0.2005
epoch=10 train_loss=11.3155 train_acc=0.0000 test_loss=5.8767 test_acc=0.1990
time_to_90pct=not_reached elapsed=7.82s",
